"","text","page","language","url","title"
"599","לה. עוד הביא שם בספר ילקוט ראובני סימן צ""ו, דעל ידי קריאת שמע מכניע למשחית עון אף וחימה, דכנגדם ש'רי מ'אות ושרי ח'משים ושרי א'לפים ושרי ע'שרות, והם רמוזים באותיות שמ""ע אח""ד",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"600","לו. יכוין בקריאת שמע דאם עבר על איזה מעשרת הדברות, הן או מענפיהם דרמוזים בקריאת שמע, יתחרט ויקבל עליו שלא לעבור עוד, כמו שכתב בספר דרך ישרה, וספר בית עובד דף פ""ד ע""ב, ובקיצור של""ה ע""ג כתב, דיפסיק בין ברוך שם כבוד מלכותו לעולם ועד לואהבת שיעור שיכוין אנכי ולא יהיה לך, יעויין שם, וזה קשה דבפסוק ראשון הוא שיכוין נגד אנכי, ואילו בברוך שם כבוד מלכותו לעולם ועד הוא לא יהיה לך בלבד, ואולי כונתו הוא על השיעור, יען צריך דבשתים יתחתן, הבדל בין מלכות שמים לעול מצוות, וגם לא יהיה לך בפרטות",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"601","לז. המטה ראשו לכוין במחשבתו באמירת פסוק שמע, כה יעשה להטות ראשו כענין ארבע מתנות המזבח מזרח צפון מערב דרום, ולא מזרח מערב צפון דרום דנראה כמרמז שתי וערב. כן כתב בספר עטרת זקנים, ושלמי ציבור דף ק""ה ריש ע""ד, וקמח סולת דף י""ב ע""ג, ובבית עובד שם ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"602","לח. איתא במדרש רבה סדר יתרו סוף פרק כ""ז וזה לשונו, דבר אחר שמעו דבר ה' הדא הוא דכתיב שמעו ותחי נפשכם, היאך חביבין ישראל שהוא מפתה אותם, אומר להם אם יפול אדם מראש הגג כל גופו לוקה והרופא נכנס ונותן לו רטיה בראשו וכן בידיו וכן ברגליו וכן בשאר כל אבריו, נמצא כולו רטיות, ואני איני כן אלא מאתים ארבעים ושמונה אברים באדם הזה והאוזן אחד מהם וכל הגוף מלוכלך בעבירות, והאוזן שומעת וכל הגוף מקבל חיים שנאמר שמעו ותחי נפשיכם לכך אמר שמעו דבר ה' בית יעקב, עד כאן, כי על פי הדברים האלה נראה לעניות דעתי טועמיה חיים זכו, מה שתיקנו בשמע ישראל שיהיו בו מאתים ארבעים ושמונה תיבות נגד מאתים ארבעים ושמונה אבריו של אדם, והוא דעל ידי שמיעת האוזן זוכה להחיות כל מאתים ארבעים ושמונה אבריו, ומה נעים דהויא שמיעה זאת על אחדותו יתברך, דעיקר הכונה הוא דימסור נפשו על קדושת ה' כדאמר רבי עקיבא מתי יבא לידי ואקיימנה, וכמו שהביא הב""ח דבשמע יכוין ליהרג על קידוש ה' כדכתיב כי עליך הורגנו כל היום, וכדברים האלה כתב הרב הקדוש השל""ה, דיכוין שהוא מוסר נפשו רוחו ונשמתו על קדושת שמו הגדול ועל ידי זה נחשב לו כאילו נהרג על קידוש ה' כאשר יעויין שם, ובמשבצות זהב בפרי מגדים נמצא דשמועה זו נאה דהוא על קידוש ה', והרי מצינו להאר""י הקדוש דכתב דהמוסר נפשו על קדושת ה' מתקן כל אברי גופו ונשמתו ברגע קטון ומכניס אותן לקדושה, ועיין בספר כסא שלמה למוה""ר סבא קדישא מוהרש""א ז""ל בדרוש ג' לשבת הגדול דף ע""ד ע""א וב', אם כן זכינו לדין דלמצוה עצמה של קבלת עול מלכות שמים דהוא לקדש שמו ברבים, הכל מתוקן רמ""ח איבריו ושמועה טובה תדשן עצם, ובספר הכל בו כתב דיכוין בקריאת שמע כל עצמותי תאמרנה, דיש בה רמ""ח תיבות נגד רמ""ח אבריו של אדם וח""י אזכרות נגד ח""י חוליות. והביא דבריו בשלמי ציבור, וקמח סולת דף י""ב ע""ב",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"603","טל. שים כה נגד עיניך מה שכתב הרמב""ם בפירוש המשניות בפרק חלק ביסוד השני וזה לשונו, יחוד השם יתברך, כלומר שנאמין שזה שהוא סיבת הכל והוא אחד, אינו כאחד הזוג ולא כאחד המין, ולא כאיש האחד שנחלק לאחדים רבים, ולא אחד כמו הגוף הפשוט האחד במנין שמקבל החילוק לאין סוף, אבל הוא השם יתברך אחד באחדות שאין כמותה אחדות, וזה יסוד השני מורה עליו מה שנאמר שמע ישראל ה' אלהינו ה' אחד, ולפי זה בדל""ת דאחד ראוי לכוין שהוא אחד על ארבע מיני האחדים הנזכרים לעיל, וכתב מור""ם בהג""ה דצריך להפסיק בין ישראל לה', ובין ה' לאלהינו, ובין אלהינו לה'. ועיין בשלמי ציבור דף צ""ו ע""א, וזכור לאברהם מערכה ק', ובית עובד שם ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"604","מ. באחד יכוין שעולה צ""א כמספר הוי""ה ואדנ""י, והיינו שאחד עולה י""ג, למטה מי""ג י""ב עולה כ""ה, וכן על זה הדרך מי""ג עד מספר א', בין הכל עולה צ""א, מוה""ר מדרש תלפיות דף קע""ט ע""ב בשם ספר כת""י, ובספר חסד לאלפים סימן ס""א לא ראה דברי מוה""ר כה""ר ז""ל, גם יכוין בדלי""ת דאחד לקבל ארבע מיתות בית דין, כמו שכתב שם בספר מדרש תלפיות דף קצ""ח ע""ד, והיינו שיכוין סקילה נגד שם ע""ב יו""ד ה""י וי""ו ה""י, שריפה יו""ד ה""י וא""ו ה""י, הרג יו""ד ה""א וא""ו ה""א, חנק יו""ד ה""ה ו""ו ה""ה, ולכוין באל""ף וחי""ת בז""א, ודל""ת במלכות, ועוד יכוין בשמע ישראל דלמפרע הוא שדי ובמישור הוא חיים. ועתה האיר וזרח ספר נפש יוסף לרבין חסידא חכם הרזי'ם כמוהרי""מ נר""ו, וראיתי לו בסדר ויקרא דף ק""ט ע""א דכתב בזה דבר טוב עיין שם ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"605","מא. ובכתבי האר""י איתא דבאחד יכוין בשם הוי""ה, וכשיאמר ברוך שם כבוד מלכותו יכוין בשם אדנ""י, וכשאומר לעולם ועד יכוין הוי""ה ואדנ""י בשילוב, וכן הביא בספר קיצור של""ה דף ס""ז ריש ע""ג, ושם סוף ע""ב כתב, דבשמע ישראל יכוין על ישראל סבא דדמות צורתו חקוקה בכסא הכבוד יעויין שם, ועיין בשלמי ציבור דף צ""ה ע""ד, ובספר שערי ציון שער ה' תמצא כל כוונות הראויות לקריאת שמע, ואין לנו עסק בנסתרות וכל אחד מכוין לפי יכולת השגתו, ועיין בספר שלמי ציבור דף צ""ה ע""ב, וראוי לכל ירא שמים דיקרא בספר מקור חיים ק""ק חלק ב' מרישיה לסיפיה, הפוך בה והפוך בה דיקרא ויחזור ויקרא, דכל הספר בנוי ממה שאסף וקבץ מהזוהר הקדוש והמקובלים בענין כוונות קריאת שמע ופירושיה, ולא הבאתי דבר משם כי שם תמצא ערוכה בכל ושמורה כשולחן הערוך לפני אדם, הכל בכתב מיד ה' עליו השכיל. ועיין לרש""י בספר הפרדס דף נ""ח ע""ג בכוונת אח""ד, עוד תשוב ותראה בספר סולת בלולה סימן ט""ו רזין עילאין והוסיפה לך בביאור הק""ש מה שביאר הרשב""א ח""ה סימן נ""ז, תראנו משם ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"606","xxx xx xxxxxx xxxx""x xx xxxx xxx xxx xxxxx xxxx xxxx xx xxxxx xxxxx xx xxxxx xxxxx xxx xxxx xxxxxxx xxxxx xxxxxx xxx xxxxxxx xxxxx xxx xxxx xxxxx xxxxx xxxx xxxx xx x' x""x xxxx xxxxxx xxxxxx xxx xxxx xxxx xx xxx xxxx xxxxx xxxxxx xxx xxxxxxx xx""x xגם. בקריאת שמע עד ובשעריך ששים אותיות וזהו ששים גבורים סביב לה, ולקח הכהן זה מט""ט, הטנ""א גימטריא ששים, והניחו לפני מזבח ה' אלהיך בלילה עם נשמת הצדיקים, מאמר חז""ל הובא בילקוט ראובני דף כ""ה ע""א, ובזוהר חדש סדר לך לך, ובתיקונים תיקון י""ג איתא להא, דיש בקריאת שמע שתין אתוון וצריך לדקדק בהם בלילה יותר מביום. ועיין בספר עיקרי הד""ט בסימן ד' אות כ""ב, ובספר עבודה ומורה דרך דף ס""ג ע""ב, ועיין להתשב""ץ ח""ב סימן רל""ו, וח""ג נ""ו ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"607","מד. בקריאת שמע יש שלשים זוגות דצריך פירוד וריוח בקריאתם כאשר מנאם בספר עיקרי הד""ט סימן ד' אות כ""ב, לך נא ראה, ועיין נמי בקיצור של""ה דף ס""ז ע""ד, ובספר שתי ידות למוהר""מ די לונזאנו, והמלמד תינוקות של בית רבן יהיה גריס ודייק לנערי בני ישראל בדקדוקיה ובטעמיה. ועיין שם בקיצור של""ה ריש ע""ד דהזהיר להתלמידים ולחזנים הרבה ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"608","מה. צריך ליתן ריוח בין אשר אנכי מצוך היום לעל לבבך דיפסיק מעט, וכמו שכתב רש""י בספר הפרד""ס דף כ""ב ע""ג, גם תזכרו וזכרתם צריך להתיז הזי""ן, וחרה אף צריך ליתן ריוח, ועיין בספר פתח הדביר דף פ""ח ע""ב וג', ובספר הפרדס דף נ""ח ע""ג, ועוד שם בדף כ""ב ע""ב דכתב, דיכוין בתזכרו גימטריא תרי""ג מצוות וי""ח אזכרות שבקריאת שמע וב' פעמים אני ה', יע""ש ועיין בספר מדרש תלפיות דף קצ""ט ריש ע""ד ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"609","מו. כתוב בספר החסידים בסימן תשס""ח, כשקורא קריאת שמע לא יחשוב על אוהביו כשאומר למען ירבו ימיכם, ולא על אויביו כשאומר ואבדתם מהרה, אבל כשמתפלל יכול לחשוב על החולה בברכת רפאנו ולהוסיף בתפלתו, עכ""ל, ועיין בספר ברית עולם שם, ולפי זה אין נראה נכון מה שנוהגין אורך ימים בימינה ובשמאלה, ואולי לפי דבריו שם של רבי יהודה החסיד יהיה הפרש בין שליח צבור להקהל, אלא דכד הוינן בה, תורה לחוד בקריאת ספר תורה וענין קריאת שמע לחוד, ומשום דתקנה לא זזה ממקומה, השליח ציבור פורס על שמע אף על גב דכל הקהל קורין כאחד עמו ודו""ק. ועיין מה שכתב חכם בני הגדול אברהם אוהבי נר""ו בספרו ברך את אברהם בזה בדף קנ""ז סוף ע""א",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"610","מז. בענין המוסיק""א בקריאת שמע ובתפילה לאומרם בנגינות, הארכתי בתשובה במה שהשבתי לאיי הים רחוקים דשואלים הלכו מאתי, קחנו משם מה שהעליתי לענין הלכה בחמלת ה' עלי ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"611","מח. אשר נשבע ה', יכוין לשבועת המבול כמו שהביא בספר ילקוט ראובני דף ל' ע""א, וכשאומר וראיתם אותו יסתכל בציציות ויכוין לשם ק""ל גימטריא עי""ן שלמי ציבור דף צ""ז ע""ד, וחסד לאלפים סוף סימן ס""ב",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"612","מט. אף על פי שקורא ביחיד, מותר לכפול ה' אלהיכם אמת. האר""י, הביא דבריו בברכי יוסף סימן ס""א, ובקשר גודל סימן י""א אות י""ט, ועיין בספר אמת ליעקב בשפת אמת דף ק""ט ע""ב, ובית עובד דף פ""ה ע""ב, ושלמי ציבור דף צ""ט ע""ד, וקמח סולת דף י""ב ע""ד, וזכור לאברהם ח""ג מערכת ק'.",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"613","נ. אם לא גמר הקריאת שמע והשליח ציבור גמר, ישתוק וישמע מהשליח ציבור ה' אלהיכם אמת ועלתה לו ואחר כך יגמור הוא הקריאת שמע, מטה יהודה, ומחזיק ברכה סימן ס""א, וזכור לאברהם ח""ג מערכה ק'",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"614","נא. יכוין בחמש עשרה ווי""ן שבאמת ויציב ויאמרם בנשימה אחת, ויכוין גם כן דעולים תשעים, ועם האל""ף של אמת, אי נמי עם הקריאה עולין הוי""ה ואדנ""י, שלמי ציבור דף נ""ט ע""ג, ועיין בספר נוהג כצאן יוסף, ובית עובד דף פ""ה ע""ב, וכתב בספר תולעת יעקב, דכל תיבה מתיבות קריאת שמע כדמיון נר, לפי שהם כנגד רמ""ח מצוות עשה שנאמר כי נר מצוה ותורה אור, וצריך להתפלל עם הצבור כדי להשלים אבריו, והמתפלל יחידי אפילו יכוין בחמש עשרה ווי""ן, קרינן ביה וחסרון לא יוכל להמנות, יעויין שם. והביא דבריו בספר מדרש תלפיות דף קצ""ט ע""ד",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"615","בן. כשאומר לעד קיימת ומנשק הציציות יכוין כי לע""ד עולה מאה וארבע במספר הציציות שעולין מאה וארבע, כיצד, ארבע פעמים שמונה עולה שלושים ושתים, ושלושים ושתים חוטין שזורין עולה ששים וארבע, וחמשה קשרים כפולים בכל הציצית עולים ארבעים, הרי מאה וארבע, באופן שתיבת לעד עולה מנין הציצית, כן כתב מוה""ר מדרש תלפיות דף קצ""ט ע""ג מפי השמועה, וכתב בשלמי ציבור דף ק' ע""א, דיתן דעתו להפסיק בין אדיר ומתוקן כיע""ש ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"616","גן. פודנו ומצילנו יכוין ראשי תיבות גימטריא שם אלהים, מ'עולם ה'וא ש'מך יכוין שם הקדוש מה""ש, כמו שכתב בשלמי ציבור דף ק' ע""ד, וקמח סולת דף י""ב ע""ד, עוד ראיתי שם בשלמי ציבור דף ק""א ע""ב דהביא מספר שתי ידות, דאייתי בידיה מעשה מהזוהר באחד שמת שמצאו בו שלא היה לו עינים ופה וחוטם על שלא היה נזהר בדבקים שבאמת ויציב, ובספר דרך ישרה כתב שהוא סגולה שלא ימות פתאום וכן הובא בקמח סולת דף י""ב ע""ד, וצפורן שמיר סימן ב' אות כ""ט, ומדרש תלפיות דף קצ""ט ע""ד משם מאה שערים",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"617","דן. לא יאמר צורנו אלא יוצרנו אורחות צדיקים לגורי האר""י, וקמח סולת דף י""ב ע""ד ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"618","נה. עזרת אבותינו צריך לכוין כי בברכות העמידה יש עשרים ושש שמות כמספר תרע""ו, לבטל עשרים ושש שמות שבתוכחות דמספרם תרע""ו, ואם תוסיף אחד הוא עזר""ת דבש לפי מערכה ר' אות י""ט ",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"619","נו. ראיתי למורינו הרב אישי כהן גדול בספר מדרש תלפיות בענף כונה דכתב וזה לשונו, ושמעתי משם הרב הגדול כמוהר""א היכיני זכרונו לברכה, דכשיאמר ודברך ישים על לבו ונושק הציציות, יכוין בתיבת ישי""ם דהוא ראשי תיבות י'הי ש'ם ה' מ'בורך דהוא השם הוי""ה הרמוז בכל ציצית, דשמונה חוטין שזורין הם שש עשרה, וחמשה קשרים כפולים הרי עשרה, עולה כמספר עשרים ושש כמספר שם הוי""ה, עכ""ד, דברי פי חכם חן, ואלהים משמים יפתח לנו שערי חכמה ונזכה לכוין כל הכוונות הראויות לכוין בכל מצוה ומצוה ויאיר עינינו בתורתו תורת חיים",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"620","",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"621","",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"622","",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"623","",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"624","",15,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%99%D7%93","כף החיים (פאלאג'י)"
"625","<< · כף החיים (פאלאג'י) · טו · >>",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"626","",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"627","סימן טו",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"628","",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"629","    ",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"630","עריכה",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"631","",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"632","",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"633","",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"634","",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"635","רגע כמימריה, בעט""ו יורה, קצת דינים וחי'",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"636","בתפילת שמונה עשרה ",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"637","א. על מה שנוהגים דקודם שעומדים להתפלל עושים תנועה בידים זה לזה וזה לזה, עיני ראו להרב שיח יצחק לחגיגה בקונטרס תפלת כל פה דף ס' ע""ג שכתב וזה לשונו, מה שנוהגים דכשעומדין להתפלל עושים תנועה בידים להאנשים העומדים לאחוריהם שיבואו בפניהם מפני הכבוד, כתב הרב מצת שמורים רמז וסוד למנהג זה, וסיים דמנהגן של ישראל תורה היא, יע""ש, ומכד הוינן זוטרי אית לן למימר בטעם המנהג, דהוא משום דאנו אומרים יחד כולם הודו והמליכו, וחייב אדם להראות עצמו בכל פרט ופרט כאילו הוא יצא ממצרים ומקריעת ים סוף, וכונתינו הוא דגם אנחנו הן עתה יחד כולנו אנו באים לקבל עול מלכותו, וכמו שאמרו רבותינו זכרונם לברכה הביאו רש""י בחומש על פסוק ויהי בישורון מלך, ולכן אנו עושין תנועה בידים וקרא זה אל זה, לומר דכולנו בלב אחד לבא להתפלל לפני ה' ולקבל אלהותו יתברך, ויען באים להתפלל בלחש מעוררים זה את זה, לרמוז דכולנו בלב אחד להתפלל שפה אחת ודברים אחדים לאל יחיד ומיוחד, גם זה לעומת זה, מבניו של אותו נכרי דשאל לרבי יהודה בן בתירא על טענת אחרי רבים כנודע, והגם דבתפילת ערבית אין אנו עושין כן באמירת יחד כולם כמו בשחרית כי אם באמירת הקדיש, עם כל זה הכונה הוא על מה שאומרים יחד כולם, ובערבית לא נתקן לעמוד כמו בשחרית משום דיש השכיבנו ופסוקים אחרים מפני העם שבשדות, וגם קדיש, ומפני זה לא הטריחו לעמוד מאז מקדם, ולכן עושין תנועה זו בעת עמידתן להתפלל, וגם במנחה שאנו אומרים ויברך כל בשר ואנחנו נברך יה אנו עושין תנועה זו לכוין אל האמור, ועוד יש לומר כדי להדמות למלאכי השרת דמקבלים עליהם עול מלכות שמים זה מזה ונותנים רשות באהבה זה לזה, וזה מרווח לכל התפילות",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
"638","ב. ימשמש בתפילין בתחילת העמידה ובסיום המברך את עמו ישראל בשלום, כן כתב בספר שבחי הבעש""ט דף כ""ג ע""ד, ועיין שלמי ציבור, ובחסד לאלפים בדין ברכת יוצר אור ריש סימן נ""ט, ובסימן צ""ג אות ו', והזהיר שם דיחזור שלש פסיעות לאחוריו ואחר כך ישוב למקומו להתפלל, וישא עיניו להסתכל אל השמים ויכנע לבבו הערל ואז יקרב להתפלל, וכל דבריו יצא עת""ק מספרי הפוסקים כמו שיראה הרואה. ועיין להשלמי ציבור מה שכתב משם הרוקח, ובקיצור של""ה, ולרש""י בספר הפרדס דף נ""ז ע""ג וד'",16,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%98%D7%95","כף החיים (פאלאג'י)"
